aaleniană, s.f.
pizmătareț, adj.
pizmătăreț, adj.
pișat, adj.
pișcat, adj.
pișcos, adj.
pișcăcios, adj.
pișcător, adj.
pițigăiat, adj.
pițigăit, adj.
placardat, adj.
placat, adj.
placid, adj.
plafonat, adj.
plagiat, adj.
plagiator, adj.
plagiotrop, adj.
plagiotropic, adj.
planat, adj.
planconcav, adj.
planconvex, adj.
planctofag, adj.
planctonic, adj.
planctonofag, adj.
planctonologic, adj.
planic, adj.
planiedru, adj.
planificat, adj.
planificator, adj.
planimetrat, adj.
planimetric, adj.
planisferic, adj.
planisit, adj.
planorist, adj.
plantat, adj.
plantator, adj.
plantigrad, adj.
plantivor, adj.
planturos, adj.
plasat, adj.
plasator, adj.
plasmagen, adj.
plasmatic, adj.
plasmatic, adj.
plasmochimic, adj.
plastic, adj.
plastic, adj.
plastifiat, adj.
plastografiat, adj.
plat, adj.
platinat, adj.
platinic, adj.
platinifer, adj.
platinit, adj.
platinos, adj.
platnic, adj.
platnic, adj.
platonian, adj.
platonic, adj.
platonician, adj.
platonist, adj.
plebeian, adj.
plebeic, adj.
plebeu, adj.
plebicol, adj.
plebiscitar, adj.
plecat, adj.
plecător, adj.
pledat, adj.
pleiociclic, adj.
pleiofag, adj.
pleiomorf, adj.
plenuit, adj.
pleonastic, adj.
pleonastic, adj.
pleoscăit, adj.
pleoșcăit, adj.
pleoștit, adj.
plescăit, adj.
plesimetric, adj.
plesiobiotic, adj.
plesiomorf, adj.
plesnit, adj.
plesuv, adj.
pletoric, adj.
pletos, adj.
pleuritic, adj.
pleuritic, adj.
plevian, adj.
plezirist, adj.
pleznit, adj.
pleș, adj.
pleșcat, adj.
pleșcuit, adj.
pleșcuitor, adj.
pleșuvit, adj.
pliabil, adj.
pliat, adj.
plicit, adj.
pliciuit, adj.
plicticos, adj.
plictisit, adj.
plictisitor, adj.
plimbat, adj.
plimbăreț, adj.
plimbător, adj.
plinit, adj.
plinișor, adj.
pliroforisit, adj.
plisat, adj.
pliurd, adj.
plivit, adj.
plivitor, adj.
ploconit, adj.
plodit, adj.
ploditor, adj.
ploicios, adj.
ploiermic, adj.
ploieștean, adj.
ploios, adj.
plombat, adj.
plonjat, adj.
ploretar, adj.
plouat, adj.
plugăresc, adj.
plugărit, adj.
plumbat, adj.
plumbic, adj.
plumbifer, adj.
plumbiu, adj.
plumbos, adj.
plumbuit, adj.
plumburiu, adj.
plumos, adj.
pluralist, adj.
plurativ, adj.
pluriaxial, adj.
pluridimensional, adj.
pluridotat, adj.
pluriflor, adj.
plurifuncțional, adj.
plurinațional, adj.
pluripartid, adj.
pluripartidic, adj.
pluripartidist, adj.
pluripartinic, adj.
pluripartit, adj.
pluripersonal, adj.
plurisemantic, adj.
plurivor, adj.
plusat, adj.
plutit, adj.
plutitor, adj.
plutocrat, adj.
plutocratic, adj.
plutocratic, adj.
plutonian, adj.
plutonic, adj.
plutonieradjutant, adj.
plutonist, adj.
plutuit, adj.
plutărit, adj.
pluviometric, adj.
pluvios, adj.
plușat, adj.
plângăcios, adj.
plângăreț, adj.
plângător, adj.
plâns, adj.
plămadit, adj.
plămădit, adj.
plănuit, adj.
plăpând, adj.
plăsmuit, adj.
plăsmuitor, adj.
plătibil, adj.
plătit, adj.
plătitor, adj.
plăvan, adj.
plăviu, adj.
plăzmuit, adj.
plăzmuitor, adj.
pneumatic, adj.
pneumatic, adj.
pneumatolitic, adj.
pneumatolitic, adj.
pneumococic, adj.
pneumogastric, adj.
pneumologic, adj.
pneumonic, adj.
poansonat, adj.
poantat, adj.
poantilist, adj.
pocherist, adj.
pocit, adj.
pocnit, adj.
pocâltit, adj.
pocăit, adj.
pocănit, adj.
podgorean, adj.
podgoriu, adj.
podidit, adj.
podit, adj.
podobit, adj.
podolian, adj.
podologic, adj.
podometric, adj.
podzolic, adj.
podzolit, adj.
poemat, adj.
poematic, adj.
poematic, adj.
poetic, adj.
pofticios, adj.
poftit, adj.
poftitor, adj.
poftorit, adj.
poftos, adj.
poftăreț, adj.
pogan, adj.
pogromist, adj.
poienar, adj.
pointilist, adj.
pojarnic, adj.
polaric, adj.
polarimetric, adj.
polarizabil, adj.
polarizator, adj.
polarizor, adj.
polarografic, adj.
polcovnicesc, adj.
polcovnicit, adj.
poleac, adj.
poleit, adj.
poleitor, adj.
polemic, adj.
polemist, adj.
polemologic, adj.
polenic, adj.
polenifer, adj.
polenizator, adj.
poliacant, adj.
poliacetat, adj.
polialfabetic, adj.
poliamidic, adj.
poliandric, adj.
poliandru, adj.
poliatomic, adj.
polibrominat, adj.
policalificat, adj.
policarburant, adj.
policarpic, adj.
policiclic, adj.
policlinic, adj.
policolor, adj.
policromat, adj.
policromic, adj.
polidimensional, adj.
poliedric, adj.
poliesteric, adj.
polietilentereftalat, adj.
polietnic, adj.
polifag, adj.
polifazic, adj.
poliflor, adj.
polifon, adj.
polifonematic, adj.
polifonematic, adj.
polifonic, adj.
polifonic, adj.
polifonist, adj.
poliform, adj.
polifuncțional, adj.
poligen, adj.
poligenetic, adj.
poligenetic, adj.
poligenic, adj.
poligenist, adj.
poliglandular, adj.
poligonal, adj.
poligrafic, adj.
poligrafist, adj.
polihaploid, adj.
polilingv, adj.
polimeric, adj.
polimetacrilat, adj.
polimetalic, adj.
polimorfic, adj.
polinațional, adj.
polinesaturat, adj.
polinezian, adj.
polinic, adj.
polinifer, adj.
polinizator, adj.
polinuclear, adj.
polinucleotidic, adj.
poliomielitic, adj.
poliomielitic, adj.
polipeptidic, adj.
poliploid, adj.
polipod, adj.
poliritmic, adj.
polisemantic, adj.
polisemantic, adj.
polisemic, adj.
polisilab, adj.
polisilabic, adj.
polisilogistic, adj.
polisilogistic, adj.
polisimetric, adj.
polisintetic, adj.
polisintetic, adj.
polisportiv, adj.
polistil, adj.
politeist, adj.
politematic, adj.
politereftalat, adj.
politic, adj.
politicesc, adj.
politicianist, adj.
politicit, adj.
politicos, adj.
politipic, adj.
politolog, adj.
politologic, adj.
politonal, adj.
politop, adj.
politopic, adj.
politrof, adj.
politrop, adj.
poliuretanic, adj.
polițienesc, adj.
polițienit, adj.
polițist, adj.
poloist, adj.
polonofon, adj.
poluat, adj.
polygonal, adj.
pomenit, adj.
pomicultor, adj.
pomifer, adj.
pomiform, adj.
pomologic, adj.
pomostit, adj.
pompat, adj.
pompeian, adj.
pompieresc, adj.
pompieristic, adj.
pompieristic, adj.
pompierit, adj.
pompist, adj.
pompos, adj.
pomădat, adj.
pomăduit, adj.
ponderabil, adj.
ponderat, adj.
ponderator, adj.
ponderos, adj.
ponegrit, adj.
ponegritor, adj.
ponihos, adj.
ponivos, adj.
ponorit, adj.
ponosit, adj.
pontagiu, adj.
pontat, adj.
pontator, adj.
pontic, adj.
pontic, adj.
pontifical, adj.
ponțian, adj.
popesc, adj.
popic, adj.
popistrat, adj.
popistrit, adj.
popit, adj.
popor, adj.
poporan, adj.
poporanist, adj.
poporat, adj.
poporos, adj.
poposit, adj.
poprit, adj.
popritor, adj.
popular, adj.
popularizator, adj.
populat, adj.
populațional, adj.
populaționist, adj.
populist, adj.
populos, adj.
popândoc, adj.
porcesc, adj.
porcit, adj.
porcos, adj.
porcsălbatic, adj.
porcăit, adj.
porducător, adj.
poreclit, adj.
porfiric, adj.
porfiritic, adj.
porfiriu, adj.
porfiroid, adj.
porifer, adj.
pornit, adj.
porno, adj.
pornografic, adj.
poroclit, adj.
poroncit, adj.
poroncitor, adj.
poros, adj.
portabil, adj.
portat, adj.
portativ, adj.
portier, adj.
portlandian, adj.
portocaliu, adj.
portorican, adj.
portretat, adj.
portretist, adj.
portretistic, adj.
porumbelcălător, adj.
poruncit, adj.
poruncitor, adj.
porționat, adj.
posedat, adj.
posesional, adj.
posesiv, adj.
posesoriu, adj.
posfat, adj.
posibil, adj.
posmologic, adj.
posmăgit, adj.
posologic, adj.
posomorit, adj.
pospolit, adj.
pospăit, adj.
post-anual, adj.
post-catastrofic, adj.
post-operativ, adj.
postat, adj.
postbelic, adj.
postclasic, adj.
postcomunist, adj.
postconstituțional, adj.
postcurativ, adj.
postdatat, adj.
postdecembrist, adj.
postdiluvian, adj.
posteminescian, adj.
postfațat, adj.
postfațator, adj.
postit, adj.
postliceal, adj.
postmeridian, adj.
postmodern, adj.
postmodernist, adj.
postnominal, adj.
postoperatoriu, adj.
postpașoptist, adj.
postpozitiv, adj.
postpubertar, adj.
postpus, adj.
postromantic, adj.
postromantic, adj.
posttonic, adj.
posttotalitar, adj.
posttotalitarist, adj.
posttraumatic, adj.
postulant, adj.
postulat, adj.
postulativ, adj.
postum, adj.
postvelar, adj.
potabil, adj.
potager, adj.
potamodrom, adj.
potamofil, adj.
potasic, adj.
potcovit, adj.
potentat, adj.
potențat, adj.
potențiometric, adj.
potestativ, adj.
poticnit, adj.
potlogăresc, adj.
potlogărit, adj.
potmolit, adj.
potolit, adj.
potolitor, adj.
potopit, adj.
potopitor, adj.
potricălit, adj.
potrivit, adj.
potrivitor, adj.
potrivnic, adj.
povarnic, adj.
povestelnic, adj.
povestit, adj.
povestitor, adj.
povârnit, adj.
povăros, adj.
povățuit, adj.
povățuitor, adj.
pozar, adj.
pozitiv, adj.
pozitivist, adj.
pozițional, adj.
poziționat, adj.
poznatec, adj.
practic, adj.
practicabil, adj.
practicat, adj.
practicist, adj.
practicol, adj.
practicos, adj.
practisit, adj.
praghez, adj.
pragmatic, adj.
pragmatist, adj.
prahovean, adj.
pravilnic, adj.
pravoslavnic, adj.
praxiologic, adj.
preablagoslovit, adj.
preacinstit, adj.
preacredincios, adj.
preacurat, adj.
preacurvar, adj.
preacuvios, adj.
preafericit, adj.
preafrumos, adj.
preaiubit, adj.
prealabil, adj.
prealocat, adj.
prealuminat, adj.
prealuminos, adj.
prealăudat, adj.
preambalat, adj.
preamilostiv, adj.
preamărit, adj.
preaplecat, adj.
preaprețios, adj.
preaputernic, adj.
preaputincios, adj.
preaseninat, adj.
preasfințit, adj.
preaslăvit, adj.
preasociat, adj.
preastimat, adj.
preastrălucit, adj.
preaînvățat, adj.
preaînălțat, adj.
prebiotic, adj.
prebiotic, adj.
precalculat, adj.
precambrian, adj.
precapitalist, adj.
precarpatic, adj.
precarpatic, adj.
precedat, adj.
preceptistic, adj.
preceptor, adj.
precesional, adj.
precipitabil, adj.
precipitat, adj.
precis, adj.
precizabil, adj.
preclasic, adj.
preclasic, adj.
preclinic, adj.
precoce, adj.
precolumbian, adj.
precompetițional, adj.
precompilat, adj.
precomprimat, adj.
preconcentrat, adj.
preconceput, adj.
preconfigurat, adj.
precorector, adj.
precovârșit, adj.
precugetat, adj.
precumpănit, adj.
precumpănitor, adj.
precupețit, adj.
precurmat, adj.
precurmător, adj.
precuvântat, adj.
precuvântător, adj.
predabil, adj.
predat, adj.
predecedat, adj.
predecesor, adj.
predefinit, adj.
predelean, adj.
predestinat, adj.
predeterminat, adj.
predicabil, adj.
predicant, adj.
predicat, adj.
predicativ, adj.
predicator, adj.
predicatoriu, adj.
predictabil, adj.
predictibil, adj.
predictiv, adj.
predictiv, adj.
predictor, adj.
predispus, adj.
predominat, adj.
predominator, adj.
predomnit, adj.
predomnitor, adj.
preemptiv, adj.
preexistat, adj.
prefabricat, adj.
prefațat, adj.
prefațator, adj.
prefațier, adj.
prefector, adj.
preferabil, adj.
preferat, adj.
preferențiat, adj.
preferit, adj.
prefigurat, adj.
prefigurativ, adj.
prefinal, adj.
prefirat, adj.
prefixat, adj.
preformist, adj.
prefăcut, adj.
prefăcător, adj.
pregetat, adj.
pregetător, adj.
pregustat, adj.
pregătit, adj.
pregătitor, adj.
prehensibil, adj.
prehensor, adj.
preimperialist, adj.
preinstalat, adj.
preistoric, adj.
prejos, adj.
prejudiciabil, adj.
prejudicial, adj.
prejudiciat, adj.
prejudicios, adj.
prelat, adj.
prelevat, adj.
preliminar, adj.
preliminariu, adj.
preliminat, adj.
prelins, adj.
prelogic, adj.
preluat, adj.
prelucrabil, adj.
prelucrat, adj.
prelucrativ, adj.
prelucrător, adj.
preludat, adj.
prelung, adj.
prelungit, adj.
premarxist, adj.
prematrimonial, adj.
prematurat, adj.
premeditat, adj.
premenit, adj.
premergător, adj.
premers, adj.
premiabil, adj.
premiat, adj.
premonitoriu, adj.
premonopolist, adj.
premontan, adj.
premorbid, adj.
prenoit, adj.
prenotat, adj.
prenumărat, adj.
preocupant, adj.
preocupat, adj.
preolimpic, adj.
preoperatoriu, adj.
preopinat, adj.
preoponent, adj.
preorășenesc, adj.
preorășenit, adj.
preoțesc, adj.
preoțit, adj.
preparandist, adj.
preparat, adj.
preparator, adj.
preparatoriu, adj.
prepașoptist, adj.
preponderat, adj.
prepozit, adj.
prepozitiv, adj.
prepozițional, adj.
prepubertar, adj.
prepubescent, adj.
prepus, adj.
prerafaelit, adj.
preroman, adj.
preromantic, adj.
preromantic, adj.
presat, adj.
presator, adj.
preschimbat, adj.
prescient, adj.
prescriitor, adj.
prescriptiv, adj.
prescris, adj.
prescurtat, adj.
preseismic, adj.
preselectat, adj.
presemnal, adj.
presetat, adj.
presimțit, adj.
presocialist, adj.
presocratic, adj.
presocratic, adj.
presor, adj.
presoreceptor, adj.
prestabilit, adj.
prestant, adj.
prestat, adj.
prestator, adj.
prestidigitator, adj.
prestigios, adj.
prestigiu, adj.
presupunător, adj.
presupus, adj.
presus, adj.
presădit, adj.
presărat, adj.
pretabil, adj.
pretat, adj.
pretendent, adj.
pretensionat, adj.
pretensiv, adj.
pretențios, adj.
preterintențional, adj.
pretextat, adj.
pretimpuriu, adj.
pretins, adj.
pretonic, adj.
pretor, adj.
pretorian, adj.
preumblat, adj.
preuniversitar, adj.
preursit, adj.
prevalat, adj.
prevaricat, adj.
prevaricator, adj.
prevazut, adj.
prevelar, adj.
prevenit, adj.
prevenitor, adj.
preventiv, adj.
prevernal, adj.
prevestit, adj.
prevestitor, adj.
previzibil, adj.
previzional, adj.
previzionat, adj.
prevorbitor, adj.
prevăzut, adj.
prevăzător, adj.
prezbit, adj.
prezbiterian, adj.
prezent, adj.
prezentabil, adj.
prezentat, adj.
prezentativ, adj.
prezentator, adj.
prezervat, adj.
prezicător, adj.
prezidat, adj.
prezidențialist, adj.
prezis, adj.
prezumabil, adj.
prezumat, adj.
prezumptiv, adj.
prezumtiv, adj.
prezumțios, adj.
preîncălzit, adj.
preîncărcat, adj.
preînnoit, adj.
preînregistat, adj.
preînregistrat, adj.
preîntâmpinat, adj.
preîntâmpinător, adj.
prețios, adj.
prețuit, adj.
prețuitor, adj.
prețăluit, adj.
prețăluitor, adj.
prian, adj.
priapic, adj.
pribegit, adj.
pribegitor, adj.
priboit, adj.
pricinat, adj.
pricinos, adj.
pricinuit, adj.
pricinuitor, adj.
pricipal, adj.
pricit, adj.
pricopsit, adj.
pricăjit, adj.
prididit, adj.
prielnic, adj.
prietenesc, adj.
prietenit, adj.
prietenos, adj.
prietinos, adj.
prietnic, adj.
prigonit, adj.
prigonitor, adj.
prigorit, adj.
prihănit, adj.
priincios, adj.
priit, adj.
priitor, adj.
prilejit, adj.
prilejuit, adj.
prim-pretor, adj.
primat, adj.
primblat, adj.
primejdios, adj.
primejduincios, adj.
primejduit, adj.
primejduitor, adj.
primenit, adj.
primenitor, adj.
primit, adj.
primitiv, adj.
primitivist, adj.
primitor, adj.
primogenit, adj.
primu, adj.
primăriu, adj.
primăvăratic, adj.
primăvăratic, adj.
primăvăros, adj.
princeps, adj.
prins, adj.
printabil, adj.
prinzător, adj.
prior, adj.
pripas, adj.
pripelnic, adj.
pripit, adj.
priponit, adj.
priporos, adj.
pripășit, adj.
prismatic, adj.
prismatic, adj.
prismatoid, adj.
prisos, adj.
prisoselnic, adj.
prisosit, adj.
prisositor, adj.
pristolnic, adj.
pristăvit, adj.
pritocit, adj.
privabil, adj.
privat, adj.
privativ, adj.
privatizabil, adj.
privegheat, adj.
priveghetor, adj.
privelegiat, adj.
privighetor, adj.
privighitor, adj.
privilegiar, adj.
privilegiat, adj.
privilegiativ, adj.
privit, adj.
privitor, adj.
prizărit, adj.
pro-indo-european, adj.
proactiv, adj.
proafrican, adj.
proamerican, adj.
probabil, adj.
probabilist, adj.
probabilistic, adj.
probabilistic, adj.
probagiu, adj.
proband, adj.
probandat, adj.
probat, adj.
probator, adj.
probiotic, adj.
problematic, adj.
problemist, adj.
probozit, adj.
probăluit, adj.
procator, adj.
procedat, adj.
procedibil, adj.
procedural, adj.
procedurist, adj.
procesabil, adj.
procesat, adj.
procesional, adj.
procesionar, adj.
procesiv, adj.
procesiv, adj.
procetit, adj.
prochestor, adj.
procitit, adj.
proclamat, adj.
proclamativ, adj.
proclamator, adj.
proclitic, adj.
proclitic, adj.
procomunist, adj.
procopsit, adj.
procreativ, adj.
procreator, adj.
proctologic, adj.
procumbent, adj.
procurat, adj.
procurator, adj.
procurist, adj.
procuror, adj.
procuror, adj.
procustean, adj.
procustian, adj.
prodigat, adj.
prodigios, adj.
prodromal, adj.
prodromic, adj.
productiv, adj.
productivist, adj.
producător, adj.
produs, adj.
proeuropean, adj.
profanat, adj.
profanator, adj.
profascist, adj.
profeminist, adj.
proferat, adj.
profesat, adj.
profesional, adj.
profesionalist, adj.
profesionist, adj.
profetic, adj.
profetic, adj.
profețit, adj.
profilactic, adj.
profilactic, adj.
profilactiv, adj.
profilat, adj.
profilator, adj.
profiriu, adj.
profitabil, adj.
profitat, adj.
profitor, adj.
profumat, adj.
profund, adj.
profuz, adj.
progenezic, adj.
prognat, adj.
prognosticat, adj.
programabil, adj.
programat, adj.
programatic, adj.
programatic, adj.
programator, adj.
progresat, adj.
progresist, adj.
progresiv, adj.
progresivist, adj.
proguvernamental, adj.
prohibit, adj.
prohibitiv, adj.
prohibitoriu, adj.
prohibiționist, adj.
prohodit, adj.
prohorisit, adj.
proiectabil, adj.
proiectat, adj.
proiectiv, adj.
proiecționist, adj.
proleptic, adj.
proleptic, adj.
proletcultist, adj.
prolifer, adj.
proliferant, adj.
proliferat, adj.
proliferativ, adj.
prolific, adj.
prolix, adj.
proluvial, adj.
prometeian, adj.
prometeic, adj.
promis, adj.
promiscuu, adj.
promisoriu, adj.
promițător, adj.
promonarhist, adj.
promotor, adj.
promovabil, adj.
promovat, adj.
promovator, adj.
promoțional, adj.
promulgat, adj.
pronator, adj.
pronazist, adj.
pronominal, adj.
pronosticat, adj.
pronunțabil, adj.
pronunțat, adj.
proorocit, adj.
propagandist, adj.
propagandistic, adj.
propagandistic, adj.
propagat, adj.
propagator, adj.
propedeutic, adj.
propenal, adj.
propice, adj.
propionic, adj.
proporțional, adj.
proporționat, adj.
propovăduit, adj.
propovăduitor, adj.
propozițional, adj.
proprietar, adj.
proprietăresc, adj.
proprietărit, adj.
propriu, adj.
proptit, adj.
proptitor, adj.
propulsant, adj.
propulsat, adj.
propulsiv, adj.
propunător, adj.
propus, adj.
propășit, adj.
propășitor, adj.
prorector, adj.
prorocesc, adj.
prorocit, adj.
prorocitor, adj.
prorogat, adj.
prorogativ, adj.
proscomidit, adj.
proscriptor, adj.
proscris, adj.
prosector, adj.
prosilogistic, adj.
prosilogistic, adj.
proslăvit, adj.
proslăvitor, adj.
prosocial, adj.
prosovietic, adj.
prospectat, adj.
prospectiv, adj.
prospectivist, adj.
prospector, adj.
prosperat, adj.
prospețel, adj.
prospicient, adj.
prost, adj.
prostan, adj.
prostatic, adj.
prostatic, adj.
prosternat, adj.
prostesc, adj.
prostic, adj.
prostic, adj.
prosticel, adj.
prostit, adj.
prostituat, adj.
prostovan, adj.
prostrat, adj.
prostălău, adj.
prosumator, adj.
protagonist, adj.
protectiv, adj.
protectiv, adj.
protector, adj.
protecționist, adj.
proteguit, adj.
proteguitor, adj.
proteic, adj.
proteic, adj.
proteinic, adj.
proteiptiv, adj.
protejat, adj.
protejator, adj.
proteolitic, adj.
proteolitic, adj.
proterozoic, adj.
protestat, adj.
protetic, adj.
protetic, adj.
protidic, adj.
protipendat, adj.
protipendist, adj.
protivnic, adj.
protocarbonat, adj.
protocarburat, adj.
protoclorurat, adj.
protocreștin, adj.
protocronic, adj.
protocronist, adj.
protodoric, adj.
protoistoric, adj.
protonic, adj.
protoplasmatic, adj.
protoplasmatic, adj.
protoplasmic, adj.
protoplastic, adj.
protoplastic, adj.
protopopesc, adj.
protopopit, adj.
prototipic, adj.
proudhonist, adj.
prounionist, adj.
proveditor, adj.
provenit, adj.
providențialist, adj.
provincial, adj.
provincialist, adj.
provizoriu, adj.
provocat, adj.
provocator, adj.
provocător, adj.
proxenet, adj.
prozaic, adj.
prozaist, adj.
prozastic, adj.
prozator, adj.
prozelit, adj.
prozelitic, adj.
prozelitic, adj.
prozodic, adj.
prozodist, adj.
proțăpit, adj.
prubuluit, adj.
prud, adj.
prufnit, adj.
prujit, adj.
pruncesc, adj.
pruncit, adj.
pruncușor, adj.
prundit, adj.
prundos, adj.
prunduit, adj.
prurigen, adj.
pruriginos, adj.
prusian, adj.
prusiat, adj.
prusienesc, adj.
prusăcesc, adj.
prusăcit, adj.
prânzit, adj.
prăbușit, adj.
prădalnic, adj.
prădat, adj.
prădător, adj.
prăfos, adj.
prăfoșat, adj.
prăfuit, adj.
prăfuriu, adj.
prăfuros, adj.
prăjit, adj.
prăjitor, adj.
prăpădit, adj.
prăpăditor, adj.
prăpăstios, adj.
prăselnic, adj.
prăsit, adj.
prăsitor, adj.
prăvălat, adj.
prăvălatic, adj.
prăvălatic, adj.
prăvălit, adj.
prăznuit, adj.
prăzuliu, adj.
prășit, adj.
prășitor, adj.
psalmic, adj.
psalmist, adj.
psalmodiat, adj.
psalmodic, adj.
psaltic, adj.
psaltic, adj.
psaltist, adj.
psamitic, adj.
psamofil, adj.
psamogen, adj.
pseudoaleator, adj.
pseudoanacreontic, adj.
pseudoanacreontic, adj.
pseudoartist, adj.
pseudocultural, adj.
pseudoepigraf, adj.
pseudoestetic, adj.
pseudoetimologic, adj.
pseudofonetic, adj.
pseudoistoric, adj.
pseudoliterat, adj.
pseudoparazit, adj.
pseudopatriotic, adj.
pseudopatriotic, adj.
pseudoprefixat, adj.
pseudoștiințific, adj.
psihagogic, adj.
psihanalist, adj.
psihanalitic, adj.
psihanalitic, adj.
psihedelic, adj.
psihiatric, adj.
psihic, adj.
psiho-educațional, adj.
psihoanaleptic, adj.
psihoanaleptic, adj.
psihodiagnostic, adj.
psihodiagnostic, adj.
psihodramatic, adj.
psihodramatic, adj.
psihofizic, adj.
psihofiziologic, adj.
psihogenetic, adj.
psihoistoric, adj.
psiholeptic, adj.
psiholeptic, adj.
psiholingvist, adj.
psiholingvistic, adj.
psiholingvistic, adj.
psihologic, adj.
psihologist, adj.
psihomotor, adj.
psihomotoriu, adj.
psihopat, adj.
psihopatic, adj.
psihopatic, adj.
psihopatologic, adj.
psihosexual, adj.
psihosocial, adj.
psihosociologic, adj.
psihosomatic, adj.
psihosomatic, adj.
psihostimulant, adj.
psihotehnic, adj.
psihoterapeutic, adj.
psihoterapeutic, adj.
